Timestamp,Value
1732579200000,58430
1732665600000,58430
1732752000000,58430
1732838400000,58430
1732924800000,58430
1733011200000,58430
1733097600000,58430
1733184000000,59094
1733270400000,59094
1733356800000,59094
1733443200000,59094
1733529600000,59094
1733616000000,59094
1733702400000,59094
1733788800000,59094
1733875200000,59094
1733961600000,59094
1734048000000,59094
1734134400000,59094
1734220800000,59094
1734307200000,59094
1734393600000,59094
1734480000000,59094
1734566400000,59094
1734652800000,59094
1734739200000,59094
1734825600000,59094
1734912000000,59094
1734998400000,59094
1735084800000,59094
1735171200000,59094
1735257600000,59094
1735344000000,59094
1735430400000,59094
1735516800000,59094
1735603200000,59094
1735689600000,59094
1735776000000,59094
1735862400000,59094
1735948800000,59094
1736035200000,59094
1736121600000,59094
1736208000000,59094
1736294400000,59094
1736380800000,59094
1736467200000,59094
1736553600000,59094
1736640000000,59128
1736726400000,59128
1736812800000,59128
1736899200000,59128
1736985600000,59128
1737072000000,59128
1737158400000,59128
1737244800000,59128
1737331200000,59128
1737417600000,59128
1737504000000,59128
1737590400000,59128
1737676800000,59128
1737763200000,59128
1737849600000,59128
1737936000000,59099
1738022400000,59099
1738108800000,64118
1738195200000,64118
1738281600000,64117
1738368000000,64117
1738454400000,64117
1738540800000,64117
1738627200000,64117
1738713600000,64117
1738800000000,64768
1738886400000,64768
1738972800000,64768
1739059200000,64768
1739145600000,64768
1739232000000,64768
1739318400000,64768
1739404800000,64768
1739491200000,64768
1739577600000,64768
1739664000000,64768
1739750400000,64768
1739836800000,64768
1739923200000,64768
1740009600000,64768
1740096000000,68347
1740182400000,68347
1740268800000,68347
