Timestamp,Value
1732579200000,1794112
1732665600000,1867710
1732752000000,1870039
1732838400000,1871564
1732924800000,1871878
1733011200000,1872366
1733097600000,1876492
1733184000000,1902721
1733270400000,1900460
1733356800000,1900868
1733443200000,1900868
1733529600000,1902070
1733616000000,1908168
1733702400000,1911224
1733788800000,1911759
1733875200000,1934540
1733961600000,1935402
1734048000000,1849886
1734134400000,1852986
1734220800000,1852986
1734307200000,1808050
1734393600000,1808050
1734480000000,1806484
1734566400000,1808892
1734652800000,1933447
1734739200000,1933447
1734825600000,1933447
1734912000000,1933447
1734998400000,1931360
1735084800000,1931360
1735171200000,1927583
1735257600000,1929898
1735344000000,1933675
1735430400000,1933675
1735516800000,1934189
1735603200000,1934852
1735689600000,1972885
1735776000000,1978099
1735862400000,1978099
1735948800000,1970520
1736035200000,1944567
1736121600000,1944954
1736208000000,1944954
1736294400000,1945176
1736380800000,1945176
1736467200000,1971780
1736553600000,1971780
1736640000000,1975199
1736726400000,1975199
1736812800000,1967995
1736899200000,1967995
1736985600000,1899544
1737072000000,1899544
1737158400000,1899544
1737244800000,1916838
1737331200000,1923425
1737417600000,1923425
1737504000000,1949846
1737590400000,1949846
1737676800000,1950313
1737763200000,1950313
1737849600000,1950313
1737936000000,1950313
1738022400000,1949737
1738108800000,1949737
1738195200000,1950313
1738281600000,1951508
1738368000000,1933136
1738454400000,1998105
1738540800000,1998105
1738627200000,1998105
1738713600000,1999374
1738800000000,2043215
1738886400000,2043215
1738972800000,2088243
1739059200000,2043556
1739145600000,2219594
1739232000000,2176678
1739318400000,2178606
1739404800000,2209473
1739491200000,2089140
1739577600000,2025729
1739664000000,2071786
1739750400000,2071786
1739836800000,2069448
1739923200000,2039342
1740009600000,2038315
1740096000000,2193901
1740182400000,2218408
1740268800000,2218408
