Timestamp,Value
1732579200000,3332907
1732665600000,3298826
1732752000000,3324469
1732838400000,3366495
1732924800000,3229533
1733011200000,3251521
1733097600000,3286379
1733184000000,3300915
1733270400000,3628150
1733356800000,4134068
1733443200000,23521165
1733529600000,23665596
1733616000000,28297547
1733702400000,28387780
1733788800000,30760443
1733875200000,31562497
1733961600000,31904471
1734048000000,39611220
1734134400000,39745848
1734220800000,39801808
1734307200000,40127220
1734393600000,40012925
1734480000000,40196258
1734566400000,41146923
1734652800000,43167452
1734739200000,43334449
1734825600000,43420508
1734912000000,43628993
1734998400000,43839103
1735084800000,43808635
1735171200000,43820652
1735257600000,44192173
1735344000000,44256493
1735430400000,44281663
1735516800000,44402358
1735603200000,44449833
1735689600000,44523623
1735776000000,45753514
1735862400000,81056823
1735948800000,84578762
1736035200000,84746678
1736121600000,91583243
1736208000000,92678596
1736294400000,96412369
1736380800000,96983614
1736467200000,106325194
1736553600000,107805248
1736640000000,107529458
1736726400000,108264355
1736812800000,111445288
1736899200000,111978515
1736985600000,115150703
1737072000000,119403961
1737158400000,122361376
1737244800000,121677686
1737331200000,122743600
1737417600000,122870377
1737504000000,123162430
1737590400000,123213784
1737676800000,126204636
1737763200000,126221585
1737849600000,126164915
1737936000000,126497177
1738022400000,126502560
1738108800000,126475468
1738195200000,126456153
1738281600000,127058894
1738368000000,126534546
1738454400000,126490645
1738540800000,127232890
1738627200000,146069866
1738713600000,146427810
1738800000000,147671204
1738886400000,155869669
1738972800000,156083444
1739059200000,156629079
1739145600000,157204753
1739232000000,156616414
1739318400000,157567617
1739404800000,157732383
1739491200000,151060728
1739577600000,150975464
1739664000000,150998369
1739750400000,153371788
1739836800000,154262015
1739923200000,154694590
1740009600000,154187444
1740096000000,154396898
1740182400000,154801559
1740268800000,154801559
