Not Like Us
Kendrick Lamar
1732579200000,103340519
1732665600000,101320506
1732752000000,101817301
1732838400000,100981307
1732924800000,94866168
1733011200000,94654985
1733097600000,94687779
1733184000000,97018130
1733270400000,100781514
1733356800000,104778057
1733443200000,122505395
1733529600000,105686935
1733616000000,104672142
1733702400000,104652463
1733788800000,104661835
1733875200000,104945350
1733961600000,105147942
1734048000000,105190326
1734134400000,105163244
1734220800000,101382035
1734307200000,101609207
1734393600000,101396355
1734480000000,101719666
1734566400000,101574178
1734652800000,101622917
1734739200000,101295995
1734825600000,101191883
1734912000000,101048679
1734998400000,101032351
1735084800000,101697907
1735171200000,101080266
1735257600000,105467155
1735344000000,105798735
1735430400000,105775067
1735516800000,105882488
1735603200000,105847569
1735689600000,105946340
1735776000000,106120041
1735862400000,106548857
1735948800000,106498152
1736035200000,106486505
1736121600000,106381376
1736208000000,102582646
1736294400000,103232636
1736380800000,103346819
1736467200000,102084676
1736553600000,101462154
1736640000000,104938123
1736726400000,105374506
1736812800000,101744243
1736899200000,102248137
1736985600000,105640177
1737072000000,103790583
1737158400000,100333892
1737244800000,103270731
1737331200000,103476132
1737417600000,103613104
1737504000000,103475980
1737590400000,103803445
1737676800000,103840978
1737763200000,103804484
1737849600000,104480134
1737936000000,103653283
1738022400000,104351483
1738108800000,103906433
1738195200000,104648133
1738281600000,104617571
1738368000000,103382206
1738454400000,103367725
1738540800000,104695668
1738627200000,127511554
1738713600000,132199232
1738800000000,132530722
1738886400000,135791204
1738972800000,136056170
1739059200000,135932006
1739145600000,138326062
1739232000000,159391997
1739318400000,170674824
1739404800000,177015355
1739491200000,190060363
1739577600000,190765252
1739664000000,187496766
1739750400000,190904652
1739836800000,193502742
1739923200000,195568636
1740009600000,196427568
1740096000000,199729991
1740182400000,198658501
1740268800000,197991982
