Timestamp,Value
1732579200000,7997334
1732665600000,8025834
1732752000000,8024840
1732838400000,8038545
1732924800000,8057817
1733011200000,8076148
1733097600000,8076337
1733184000000,8004353
1733270400000,8040167
1733356800000,8061037
1733443200000,8070925
1733529600000,8105424
1733616000000,8043168
1733702400000,8084898
1733788800000,8062272
1733875200000,8089223
1733961600000,8145099
1734048000000,8068827
1734134400000,8105165
1734220800000,8064000
1734307200000,8080973
1734393600000,8086440
1734480000000,8105552
1734566400000,8109764
1734652800000,8163028
1734739200000,8099556
1734825600000,8113539
1734912000000,8095208
1734998400000,8074401
1735084800000,8074401
1735171200000,8057329
1735257600000,8088163
1735344000000,8119940
1735430400000,8088198
1735516800000,8092270
1735603200000,8083297
1735689600000,8058538
1735776000000,8094474
1735862400000,8106317
1735948800000,8127718
1736035200000,8124614
1736121600000,8120268
1736208000000,8089899
1736294400000,8122041
1736380800000,8096573
1736467200000,8090703
1736553600000,8117302
1736640000000,8087900
1736726400000,8098108
1736812800000,8187503
1736899200000,8084383
1736985600000,8101089
1737072000000,8101089
1737158400000,8104697
1737244800000,8104269
1737331200000,8147070
1737417600000,8158166
1737504000000,8169493
1737590400000,8130236
1737676800000,8214537
1737763200000,8230034
1737849600000,8147365
1737936000000,8116996
1738022400000,8156530
1738108800000,12258656
1738195200000,17100904
1738281600000,18298988
1738368000000,16946477
1738454400000,20544463
1738540800000,17368434
1738627200000,18788401
1738713600000,18996825
1738800000000,22422943
1738886400000,23483614
1738972800000,23603410
1739059200000,23645306
1739145600000,23923589
1739232000000,24042382
1739318400000,24507337
1739404800000,24855949
1739491200000,27434257
1739577600000,23177495
1739664000000,27201691
1739750400000,27135377
1739836800000,26998352
1739923200000,26755649
1740009600000,27020574
1740096000000,27202059
1740182400000,22020735
1740268800000,21870887
