Timestamp,Value
1732579200000,143093543
1732665600000,143110154
1732752000000,143294358
1732838400000,145743445
1732924800000,140510426
1733011200000,142531035
1733097600000,137414955
1733184000000,143503506
1733270400000,139850044
1733356800000,136500346
1733443200000,136446926
1733529600000,137510125
1733616000000,134146182
1733702400000,134317619
1733788800000,137780377
1733875200000,138110049
1733961600000,138205304
1734048000000,137903837
1734134400000,134385580
1734220800000,135342169
1734307200000,135412133
1734393600000,135653929
1734480000000,135931495
1734566400000,135841345
1734652800000,132468076
1734739200000,134646361
1734825600000,125406840
1734912000000,125142676
1734998400000,125252184
1735084800000,107511436
1735171200000,107691001
1735257600000,125306876
1735344000000,129856364
1735430400000,132071822
1735516800000,131842728
1735603200000,132004821
1735689600000,131985402
1735776000000,131961589
1735862400000,132954909
1735948800000,133106880
1736035200000,136515690
1736121600000,135262297
1736208000000,134745945
1736294400000,135241103
1736380800000,138437243
1736467200000,135503441
1736553600000,132405351
1736640000000,136318292
1736726400000,137698651
1736812800000,137906460
1736899200000,137831334
1736985600000,137390485
1737072000000,140976518
1737158400000,137855321
1737244800000,137877919
1737331200000,141237906
1737417600000,141224756
1737504000000,141164197
1737590400000,144585551
1737676800000,144680884
1737763200000,141720013
1737849600000,141577638
1737936000000,143759100
1738022400000,142584827
1738108800000,142826452
1738195200000,144942114
1738281600000,142335322
1738368000000,140049778
1738454400000,141131229
1738540800000,141269297
1738627200000,143205896
1738713600000,143880177
1738800000000,144807637
1738886400000,146135242
1738972800000,145453835
1739059200000,146710220
1739145600000,148125412
1739232000000,148532519
1739318400000,148145392
1739404800000,147107555
1739491200000,145634416
1739577600000,146146517
1739664000000,142874617
1739750400000,142914581
1739836800000,143590832
1739923200000,142622658
1740009600000,142684310
1740096000000,143056172
1740182400000,138777802
1740268800000,138777802
