you not the same
1732579200000,6064501
1732665600000,6069628
1732752000000,6069732
1732838400000,6071793
1732924800000,6063969
1733011200000,6057180
1733097600000,6063766
1733184000000,6068893
1733270400000,6070594
1733356800000,6073457
1733443200000,6091200
1733529600000,6103053
1733616000000,6129184
1733702400000,6155383
1733788800000,6150324
1733875200000,6156634
1733961600000,6164880
1734048000000,6164880
1734134400000,6155840
1734220800000,6162629
1734307200000,6166837
1734393600000,6166837
1734480000000,6165385
1734566400000,6167429
1734652800000,6166415
1734739200000,6171542
1734825600000,6162767
1734912000000,6162767
1734998400000,6154305
1735084800000,6156287
1735171200000,6155383
1735257600000,6166370
1735344000000,6165586
1735430400000,6161003
1735516800000,6170232
1735603200000,6170232
1735689600000,6162921
1735776000000,6148774
1735862400000,6148774
1735948800000,6146458
1736035200000,6153247
1736121600000,6176026
1736208000000,6181153
1736294400000,6197221
1736380800000,6202348
1736467200000,6206444
1736553600000,6180072
1736640000000,6174693
1736726400000,6174693
1736812800000,6174049
1736899200000,6174049
1736985600000,6176658
1737072000000,6172349
1737158400000,6176301
1737244800000,6169845
1737331200000,6277880
1737417600000,6283630
1737504000000,6289814
1737590400000,6291197
1737676800000,6280990
1737763200000,6349784
1737849600000,6351322
1737936000000,6351322
1738022400000,6354044
1738108800000,6354044
1738195200000,6352921
1738281600000,6352436
1738368000000,6359151
1738454400000,6360847
1738540800000,6360847
1738627200000,6356627
1738713600000,6387066
1738800000000,6383283
1738886400000,6464474
1738972800000,6461023
1739059200000,6461023
1739145600000,6482609
1739232000000,6483762
1739318400000,6482112
1739404800000,6475323
1739491200000,6457335
1739577600000,6457335
1739664000000,6458625
1739750400000,6458625
1739836800000,6461174
1739923200000,6461174
1740009600000,6463053
1740096000000,6463053
1740182400000,6467277
1740268800000,6467277
TileKid
https://i.scdn.co/image/ab67616d00001e023497a2d76707810970d08d9b
