Timestamp,Value
1732579200000,30957
1732665600000,30957
1732752000000,38686
1732838400000,31437
1732924800000,30957
1733011200000,30957
1733097600000,30957
1733184000000,30957
1733270400000,30957
1733356800000,30957
1733443200000,30957
1733529600000,30957
1733616000000,30957
1733702400000,30957
1733788800000,30957
1733875200000,30957
1733961600000,30957
1734048000000,30957
1734134400000,30957
1734220800000,36303
1734307200000,36303
1734393600000,36303
1734480000000,36303
1734566400000,36303
1734652800000,36303
1734739200000,36303
1734825600000,30957
1734912000000,30957
1734998400000,30957
1735084800000,30957
1735171200000,39351
1735257600000,39351
1735344000000,39351
1735430400000,39351
1735516800000,39351
1735603200000,39351
1735689600000,39351
1735776000000,54637
1735862400000,66527
1735948800000,66527
1736035200000,66527
1736121600000,82283
1736208000000,51326
1736294400000,51868
1736380800000,51868
1736467200000,85250
1736553600000,85250
1736640000000,85250
1736726400000,85250
1736812800000,85250
1736899200000,85250
1736985600000,100348
1737072000000,135799
1737158400000,158550
1737244800000,163896
1737331200000,163896
1737417600000,174241
1737504000000,205013
1737590400000,205013
1737676800000,205529
1737763200000,205529
1737849600000,199756
1737936000000,199756
1738022400000,236442
1738108800000,241774
1738195200000,317753
1738281600000,459440
1738368000000,494171
1738454400000,511870
1738540800000,519071
1738627200000,526586
1738713600000,526586
1738800000000,578324
1738886400000,875503
1738972800000,870829
1739059200000,885574
1739145600000,890575
1739232000000,880230
1739318400000,889560
1739404800000,889560
1739491200000,733518
1739577600000,851988
1739664000000,851988
1739750400000,857796
1739836800000,640931
1739923200000,639640
1740009600000,637508
1740096000000,655653
1740182400000,698686
1740268800000,698686
