Sweet Heat Lightning
1732579200000,340968
1732665600000,348656
1732752000000,348656
1732838400000,348656
1732924800000,349916
1733011200000,349916
1733097600000,350975
1733184000000,360305
1733270400000,369390
1733356800000,375110
1733443200000,375551
1733529600000,370293
1733616000000,377469
1733702400000,378827
1733788800000,378827
1733875200000,393797
1733961600000,396737
1734048000000,396737
1734134400000,398383
1734220800000,404496
1734307200000,405648
1734393600000,405648
1734480000000,406791
1734566400000,483704
1734652800000,481325
1734739200000,519664
1734825600000,521081
1734912000000,521081
1734998400000,522378
1735084800000,522378
1735171200000,522378
1735257600000,522378
1735344000000,530504
1735430400000,524759
1735516800000,529889
1735603200000,535241
1735689600000,535241
1735776000000,537137
1735862400000,532071
1735948800000,559542
1736035200000,553963
1736121600000,560973
1736208000000,566298
1736294400000,572750
1736380800000,566298
1736467200000,566783
1736553600000,573773
1736640000000,563578
1736726400000,567069
1736812800000,567614
1736899200000,569941
1736985600000,566182
1737072000000,572634
1737158400000,571927
1737244800000,571927
1737331200000,580342
1737417600000,574597
1737504000000,580342
1737590400000,580635
1737676800000,580936
1737763200000,580144
1737849600000,580457
1737936000000,586202
1738022400000,587290
1738108800000,581545
1738195200000,585873
1738281600000,575959
1738368000000,579536
1738454400000,574903
1738540800000,581008
1738627200000,582249
1738713600000,581956
1738800000000,576896
1738886400000,964058
1738972800000,966185
1739059200000,968296
1739145600000,1076814
1739232000000,1072119
1739318400000,1375583
1739404800000,1382748
1739491200000,1425099
1739577600000,1395249
1739664000000,1395469
1739750400000,1616547
1739836800000,1587794
1739923200000,1512042
1740009600000,1758366
1740096000000,1654276
1740182400000,1830364
1740268800000,2054694
Gregory Alan Isakov
https://i.scdn.co/image/ab67616d00001e028352ba18a72a0ebd8cab2e5f
