Bad At Love
1732579200000,6673283
1732665600000,6673283
1732752000000,6672464
1732838400000,6672464
1732924800000,6673517
1733011200000,6673517
1733097600000,6675527
1733184000000,6675527
1733270400000,6670463
1733356800000,6669333
1733443200000,6679822
1733529600000,6711355
1733616000000,6763565
1733702400000,6852988
1733788800000,6857867
1733875200000,6925034
1733961600000,6925887
1734048000000,6930445
1734134400000,6993952
1734220800000,6944066
1734307200000,6955165
1734393600000,6976517
1734480000000,6973527
1734566400000,6975150
1734652800000,6976741
1734739200000,13206044
1734825600000,13207512
1734912000000,13381623
1734998400000,13376831
1735084800000,13372060
1735171200000,13397550
1735257600000,13399270
1735344000000,13399222
1735430400000,13439150
1735516800000,13436025
1735603200000,13436025
1735689600000,13414624
1735776000000,13416353
1735862400000,13412893
1735948800000,13411602
1736035200000,13420294
1736121600000,13452507
1736208000000,13474137
1736294400000,13436022
1736380800000,13436022
1736467200000,13447935
1736553600000,13455290
1736640000000,13448078
1736726400000,13455290
1736812800000,13442100
1736899200000,13442100
1736985600000,13446909
1737072000000,13446909
1737158400000,13450349
1737244800000,13450349
1737331200000,13453367
1737417600000,13453367
1737504000000,13463694
1737590400000,13483796
1737676800000,13480552
1737763200000,13458922
1737849600000,13458959
1737936000000,13459350
1738022400000,13453730
1738108800000,13519925
1738195200000,13461614
1738281600000,13458890
1738368000000,13460882
1738454400000,13459864
1738540800000,13459339
1738627200000,13468817
1738713600000,13482578
1738800000000,13461973
1738886400000,13461973
1738972800000,13480571
1739059200000,13463386
1739145600000,13557819
1739232000000,13498836
1739318400000,13501745
1739404800000,13523375
1739491200000,13510437
1739577600000,13518756
1739664000000,13628797
1739750400000,13556446
1739836800000,13575094
1739923200000,13584517
1740009600000,13582392
1740096000000,13740938
1740182400000,13801526
1740268800000,13791610
Halsey
https://i.scdn.co/image/ab67616d00001e0207fdb7827a09741192c6242e
