Timestamp,Value
1732579200000,7464962
1732665600000,7435338
1732752000000,7464248
1732838400000,7434624
1732924800000,7469492
1733011200000,7469492
1733097600000,7457192
1733184000000,7469160
1733270400000,7469600
1733356800000,7469600
1733443200000,7468254
1733529600000,7504242
1733616000000,7521625
1733702400000,7497942
1733788800000,7502012
1733875200000,7507284
1733961600000,7506933
1734048000000,4618493
1734134400000,4609091
1734220800000,2826406
1734307200000,2813174
1734393600000,2806821
1734480000000,2815825
1734566400000,2812198
1734652800000,2722770
1734739200000,2722770
1734825600000,2641649
1734912000000,2671273
1734998400000,2671273
1735084800000,2669716
1735171200000,2667387
1735257600000,2667387
1735344000000,2634422
1735430400000,2664046
1735516800000,2662174
1735603200000,2665687
1735689600000,2636063
1735776000000,2666429
1735862400000,2667539
1735948800000,2671598
1736035200000,2671598
1736121600000,2666646
1736208000000,2683481
1736294400000,2667143
1736380800000,2652225
1736467200000,2655852
1736553600000,2655852
1736640000000,2686377
1736726400000,2686377
1736812800000,2684929
1736899200000,2684929
1736985600000,2655305
1737072000000,2655305
1737158400000,2666780
1737244800000,2637156
1737331200000,2599748
1737417600000,2601109
1737504000000,2601109
1737590400000,2599795
1737676800000,2599795
1737763200000,2598560
1737849600000,2598560
1737936000000,2598560
1738022400000,2599648
1738108800000,2609203
1738195200000,2636615
1738281600000,2608982
1738368000000,2608982
1738454400000,2605912
1738540800000,2635173
1738627200000,2643711
1738713600000,2635173
1738800000000,2723987
1738886400000,2712019
1738972800000,2694363
1739059200000,2698555
1739145600000,2701372
1739232000000,2610179
1739318400000,2634654
1739404800000,2631280
1739491200000,2631808
1739577600000,2632327
1739664000000,2632578
1739750400000,2632578
1739836800000,2631446
1739923200000,2631446
1740009600000,2632578
1740096000000,2632578
1740182400000,2631446
1740268800000,2631446
