Timestamp,Value
1732579200000,21738142
1732665600000,21801488
1732752000000,25739716
1732838400000,25551230
1732924800000,25444871
1733011200000,25524404
1733097600000,25606266
1733184000000,25544412
1733270400000,25728648
1733356800000,25722749
1733443200000,25485505
1733529600000,25879825
1733616000000,26037232
1733702400000,28076676
1733788800000,28107086
1733875200000,28169212
1733961600000,28395315
1734048000000,28497538
1734134400000,27994064
1734220800000,28259780
1734307200000,28554154
1734393600000,28347405
1734480000000,28095841
1734566400000,28357829
1734652800000,29000518
1734739200000,28613795
1734825600000,28929649
1734912000000,28711055
1734998400000,28618059
1735084800000,29023018
1735171200000,29038539
1735257600000,29116790
1735344000000,29033903
1735430400000,28996781
1735516800000,28740441
1735603200000,29032356
1735689600000,29112672
1735776000000,29099750
1735862400000,29238754
1735948800000,28985356
1736035200000,29074364
1736121600000,29272754
1736208000000,29547283
1736294400000,29314918
1736380800000,29246568
1736467200000,29037811
1736553600000,29107345
1736640000000,29100350
1736726400000,29109029
1736812800000,28790955
1736899200000,28857821
1736985600000,28892754
1737072000000,29484523
1737158400000,29238470
1737244800000,29084646
1737331200000,29023491
1737417600000,29207688
1737504000000,29404235
1737590400000,29477149
1737676800000,29144444
1737763200000,29390483
1737849600000,29402672
1737936000000,29615876
1738022400000,29445601
1738108800000,29446244
1738195200000,29531992
1738281600000,29451102
1738368000000,29457832
1738454400000,29509374
1738540800000,29502348
1738627200000,29491621
1738713600000,29538713
1738800000000,29461908
1738886400000,29485852
1738972800000,29418933
1739059200000,29572856
1739145600000,29666147
1739232000000,29439159
1739318400000,29249560
1739404800000,28348780
1739491200000,28546470
1739577600000,28541141
1739664000000,28399115
1739750400000,28403390
1739836800000,28374786
1739923200000,28543547
1740009600000,28416864
1740096000000,28567580
1740182400000,28550311
1740268800000,28407326
