Timestamp,Value
1732579200000,14301753
1732665600000,14334653
1732752000000,14312151
1732838400000,14307577
1732924800000,14309496
1733011200000,14320615
1733097600000,14316870
1733184000000,14312608
1733270400000,14297546
1733356800000,14292155
1733443200000,14260476
1733529600000,14286713
1733616000000,14335368
1733702400000,14436448
1733788800000,14458933
1733875200000,14476075
1733961600000,14480208
1734048000000,14518349
1734134400000,14542555
1734220800000,14499536
1734307200000,14496637
1734393600000,14548908
1734480000000,14533609
1734566400000,14506163
1734652800000,14565823
1734739200000,14534423
1734825600000,14531362
1734912000000,14591909
1734998400000,14542129
1735084800000,14543360
1735171200000,14549487
1735257600000,14574656
1735344000000,14615407
1735430400000,14544386
1735516800000,14610178
1735603200000,14592294
1735689600000,14602424
1735776000000,14569603
1735862400000,14583876
1735948800000,14527641
1736035200000,14550858
1736121600000,14569740
1736208000000,14548710
1736294400000,14563585
1736380800000,14550773
1736467200000,14571370
1736553600000,14572200
1736640000000,14562403
1736726400000,14575695
1736812800000,14573303
1736899200000,14562095
1736985600000,14609547
1737072000000,14654765
1737158400000,14622619
1737244800000,14625714
1737331200000,14626919
1737417600000,14672190
1737504000000,14596733
1737590400000,14593746
1737676800000,14590533
1737763200000,14661635
1737849600000,14611514
1737936000000,14638648
1738022400000,14640214
1738108800000,14644332
1738195200000,14543939
1738281600000,14551966
1738368000000,14589365
1738454400000,14551313
1738540800000,14542742
1738627200000,14571910
1738713600000,14574155
1738800000000,14601403
1738886400000,14621853
1738972800000,14602210
1739059200000,14572410
1739145600000,14590826
1739232000000,14591343
1739318400000,14597969
1739404800000,14650953
1739491200000,14669458
1739577600000,14689447
1739664000000,14632720
1739750400000,14621358
1739836800000,14471651
1739923200000,14699472
1740009600000,14460452
1740096000000,14804179
1740182400000,14802555
1740268800000,14802555
