Timestamp,Value
1732579200000,50285537
1732665600000,49806508
1732752000000,49538998
1732838400000,49421566
1732924800000,49488899
1733011200000,49618525
1733097600000,49465392
1733184000000,48201185
1733270400000,48189622
1733356800000,48234620
1733443200000,47282591
1733529600000,47093553
1733616000000,47076266
1733702400000,47082164
1733788800000,46152662
1733875200000,46191433
1733961600000,46346646
1734048000000,45491004
1734134400000,45486856
1734220800000,45492089
1734307200000,45514502
1734393600000,45515201
1734480000000,45534167
1734566400000,45331968
1734652800000,45330992
1734739200000,45329633
1734825600000,45195861
1734912000000,45226134
1734998400000,45226344
1735084800000,45227478
1735171200000,45094220
1735257600000,45267357
1735344000000,45128821
1735430400000,45187996
1735516800000,45186009
1735603200000,45188296
1735689600000,45206962
1735776000000,45224760
1735862400000,45226205
1735948800000,45232043
1736035200000,45274922
1736121600000,45255287
1736208000000,45281436
1736294400000,45240265
1736380800000,45240265
1736467200000,45229030
1736553600000,45276537
1736640000000,45233012
1736726400000,45234404
1736812800000,45062937
1736899200000,45068511
1736985600000,45075421
1737072000000,45060924
1737158400000,45092841
1737244800000,45095473
1737331200000,45055582
1737417600000,45103610
1737504000000,45055582
1737590400000,45056355
1737676800000,43719838
1737763200000,43766970
1737849600000,43703111
1737936000000,43752104
1738022400000,43746179
1738108800000,43679591
1738195200000,43698071
1738281600000,43817068
1738368000000,43736362
1738454400000,43707289
1738540800000,43701511
1738627200000,43754345
1738713600000,43736552
1738800000000,43764054
1738886400000,41959002
1738972800000,41912285
1739059200000,42008356
1739145600000,41945705
1739232000000,42557271
1739318400000,42537548
1739404800000,42564025
1739491200000,40456237
1739577600000,40443466
1739664000000,40441046
1739750400000,40189376
1739836800000,40204953
1739923200000,40200800
1740009600000,42203792
1740096000000,41817944
1740182400000,41845375
1740268800000,41845375
