Timestamp,Value
1732579200000,22446412
1732665600000,22629823
1732752000000,22460299
1732838400000,22403921
1732924800000,22393404
1733011200000,22401601
1733097600000,22442659
1733184000000,22401812
1733270400000,22399397
1733356800000,22415945
1733443200000,22514547
1733529600000,22530384
1733616000000,22566639
1733702400000,22565635
1733788800000,22571823
1733875200000,22622339
1733961600000,22627440
1734048000000,22644461
1734134400000,22600939
1734220800000,22592704
1734307200000,22625535
1734393600000,22564279
1734480000000,22605428
1734566400000,22626883
1734652800000,22664876
1734739200000,22671575
1734825600000,22638032
1734912000000,22676769
1734998400000,22653912
1735084800000,22643392
1735171200000,22745195
1735257600000,24689724
1735344000000,24723672
1735430400000,24744639
1735516800000,24708015
1735603200000,24642910
1735689600000,24647031
1735776000000,24807680
1735862400000,24712750
1735948800000,24689003
1736035200000,24698133
1736121600000,24688969
1736208000000,24666229
1736294400000,24708523
1736380800000,24745821
1736467200000,24809941
1736553600000,24768946
1736640000000,24749018
1736726400000,24788632
1736812800000,24790833
1736899200000,24783256
1736985600000,24807725
1737072000000,24928407
1737158400000,24918801
1737244800000,24923521
1737331200000,24910246
1737417600000,24919959
1737504000000,24894540
1737590400000,24927576
1737676800000,25592416
1737763200000,25437240
1737849600000,25391886
1737936000000,25390146
1738022400000,25342435
1738108800000,25397744
1738195200000,25401935
1738281600000,25392345
1738368000000,25437905
1738454400000,25427148
1738540800000,25567845
1738627200000,25608610
1738713600000,25572371
1738800000000,25472364
1738886400000,25454548
1738972800000,25430488
1739059200000,25578801
1739145600000,25510312
1739232000000,25493983
1739318400000,25540332
1739404800000,25476610
1739491200000,25316956
1739577600000,25467793
1739664000000,25481446
1739750400000,25497784
1739836800000,25529723
1739923200000,25529723
1740009600000,25541747
1740096000000,25707657
1740182400000,25690504
1740268800000,25690504
