Timestamp,Value
1732579200000,7814
1732665600000,7818
1732752000000,7831
1732838400000,7827
1732924800000,7833
1733011200000,7832
1733097600000,7847
1733184000000,7843
1733270400000,7834
1733356800000,7826
1733443200000,7837
1733529600000,7948
1733616000000,8135
1733702400000,8379
1733788800000,8429
1733875200000,8488
1733961600000,8486
1734048000000,8494
1734134400000,8490
1734220800000,8497
1734307200000,8494
1734393600000,8494
1734480000000,8497
1734566400000,8508
1734652800000,8513
1734739200000,8512
1734825600000,8519
1734912000000,8515
1734998400000,8515
1735084800000,8514
1735171200000,8508
1735257600000,8516
1735344000000,8520
1735430400000,8520
1735516800000,8531
1735603200000,8527
1735689600000,8529
1735776000000,8576
1735862400000,8577
1735948800000,8583
1736035200000,8582
1736121600000,8584
1736208000000,8584
1736294400000,8585
1736380800000,8596
1736467200000,8630
1736553600000,8634
1736640000000,8634
1736726400000,8638
1736812800000,8644
1736899200000,8643
1736985600000,8652
1737072000000,8651
1737158400000,8682
1737244800000,8685
1737331200000,8691
1737417600000,8684
1737504000000,8685
1737590400000,8689
1737676800000,8686
1737763200000,8687
1737849600000,8684
1737936000000,8682
1738022400000,8681
1738108800000,8687
1738195200000,8701
1738281600000,8695
1738368000000,8700
1738454400000,8700
1738540800000,8702
1738627200000,8719
1738713600000,8727
1738800000000,8739
1738886400000,8741
1738972800000,8755
1739059200000,8780
1739145600000,8910
1739232000000,8957
1739318400000,9058
1739404800000,9133
1739491200000,9193
1739577600000,9246
1739664000000,9311
1739750400000,9339
1739836800000,9363
1739923200000,9378
1740009600000,9404
1740096000000,9412
1740182400000,9412
1740268800000,9412
